Valid Remaining Qty,SO Created Date,Material,Old material number,Name,Item category group,Overall CreditStatus,Sales document,Sales Document Item,Schedule line number,Production scheduler,Remaining Quantity,Unrestricted On-hand Qty,Remaining Net Value,ATP Confirm Date,Requested (First) Date,MRP Controller (Materials Planner),Kanban Armature,Field Shima Shell,Magnet Shima Shell,Casting,Casting 2,RYG,Comments,Customer Expedite/late delivery explanation
+,4/9/2021,30189129,5323-101-002,MECTROL DO BRASIL COMERCIAL LT,NORM,A,2171469,20,1,600,1,1,52.8,4/30/2021,4/30/2021,ID3,null,null,null,null,null,G,null,null
+,4/9/2021,30189132,5323-111-034,MECTROL DO BRASIL COMERCIAL LT,NORM,A,2171469,10,1,634,1,1,321.93,4/30/2021,4/30/2021,ID3,null,null,null,null,null,G,null,null
+,4/12/2021,30189343,5370-170-217,OBC CORPORATION,NORM,A,2172145,10,1,681,4,null,1778.64,4/30/2021,4/30/2021,IDG,None,None,None,None,None,K,Kanban @ 681,null
+,3/16/2021,30190324,5633-273-003,BELL AND HOWELL,NORM,A,2158324,30,1,684,2,2,794.76,4/30/2021,4/30/2021,ID3,null,null,null,null,null,G,null,null
+,3/29/2021,30066715,5304-631-025,BESSER CO,NORM,A,2164843,10,1,null,10,2,3661.3,5/3/2021,5/3/2021,ID9,null,null,null,null,null,P,PO 4500806997 8 PCS Due 4/?           CC  - Shima shortage 690-0101,null
+,4/12/2021,30179074,5125-541-004,MICHELIN ACS,NORM,D,2171782,10,1,634,2,2,240.74,5/3/2021,5/3/2021,ID3,null,null,null,null,null,G,null,null
+,3/26/2021,30179162,5230-111-002,TEK MATIC INC,NORM,A,2164253,10,1,634,25,25,2677.75,5/3/2021,5/3/2021,ID3,null,null,null,null,null,G,null,null
+,11/23/2020,30188285,5158-541-008,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2105095,70,1,170,200,200,4180,5/3/2021,5/3/2021,ID4,null,null,null,null,null,G,null,null
+,3/29/2021,30188313,5161-271-036,SIGNODE PARTS & SERVICE,NORM,A,2164704,10,2,682,25,null,13018.75,5/11/2021,5/3/2021,ID3,null,null,null,null,null,"P
R","Need 540-0913 wo# 11234499 50 PCS @ 683/475/683/686
Need 5161-451-004-/-5161-800-001 Need PO
Need 5161-751-018 wo# 11289992 30 PCS @ 635/anneal/plate/633/635/682",null
+,3/29/2021,30188314,5161-271-037,SIGNODE PARTS & SERVICE,NORM,A,2164656,10,1,682,5,null,2492.35,5/3/2021,5/3/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-005-/-5161-111-001-/-540-0907-/-258-1169 PO 120 PCS Due 4/22
Need 540-0913 wo# 11234499 50 PCS @ 683/475/683/686
Need 5161-451-004-/-5161-800-001 Need date
Need 5161-751-017 wo# 11216083 20 PCS @ plate (due 4/21)/633/684",null
+,4/5/2021,30189100,5313-169-002,PNEUMATIC SCALE,NORM,A,2168305,10,1,682,3,3,2482.71,5/3/2021,5/3/2021,ID3,null,null,null,null,null,G,null,null
+,11/11/2020,30189322,5370-169-288,P3 INDUSTRIAL,NORM,A,2099708,50,1,681,12,null,6091.08,5/3/2021,5/3/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,4/6/2021,30189377,5370-271-204,BOSTON GEAR,NORM,D,2169073,10,1,681,2,null,733.08,5/3/2021,5/3/2021,IDG,110-0331,"800-0371
5370-451-204",None,258-1223,258-1226,K,Kanban @ 681,null
+,2/18/2021,30189418,5370-273-235,RUMSEY ELECTRIC CO,NORM,A,2144858,30,1,681,30,null,23904.3,5/3/2021,5/3/2021,IDG,110-0332,"800-0374
5370-451-219","800-0376
5370-631-219",258-1224,258-1225,K,Kanban @ 681,null
+,3/29/2021,30189779,5380-170-020,SIGNODE PARTS & SERVICE,NORM,A,2164765,10,2,682,2,null,653.98,3/14/2025,5/3/2021,ID3,null,null,null,null,null,R,Need 5380-111-003-/-5380-295-003 wo# 11239788 7 PCS @ 683/634,null
+,3/29/2021,30189780,5380-170-021,SIGNODE PARTS & SERVICE,NORM,A,2164773,10,2,682,10,null,3729.5,3/14/2025,5/3/2021,ID3,null,null,null,null,null,"P
R","Need 5380-631-002 wo# 11314175 24 PCS @ 633
Need 540-0519 wo# 11265194 40 PCS @ 683/606
Need 5380-111-002-/-5380-295-002 wo# 11261217 40 PCS @ 683/634
Need 5380-280-001-/-280-6000 Need PO",null
+,3/8/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2153469,10,1,684,15,null,16749.3,5/3/2021,5/3/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,4/15/2021,30179034,5104-101-003,ALTRA INDUSTRIAL MOTION (THAIL,NORM,A,2174227,10,1,600,6,null,33.12,5/4/2021,5/4/2021,ID3,null,null,null,null,null,Y,WO# 11314164 60 PCS @ 600,null
+,3/23/2021,30189323,5370-169-289,OBC CORPORATION,NORM,A,2162092,10,1,681,1,null,831.79,5/4/2021,5/4/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,11/9/2020,30189401,5370-273-204,GORDON INDUSTRIAL SUPPLY CO,NORM,A,2098635,20,1,681,30,null,16419.9,5/4/2021,5/4/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/15/2021,30189772,5380-170-007,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2174242,10,2,682,2,null,783.7,6/1/2021,5/4/2021,ID3,null,null,null,null,null,null,null,null
+,3/16/2021,30190310,5633-170-005,BELL AND HOWELL,NORM,A,2158324,10,1,682,1,null,177.19,5/4/2021,5/4/2021,ID3,null,null,null,null,null,R,See Bell & Howell Chart,null
+,4/14/2021,30179071,5125-111-001,WARNER ELECTRIC EUROPE,NORM,A,2173203,30,1,634,10,10,537.5,5/5/2021,5/5/2021,ID3,null,null,null,null,null,G,null,null
+,4/15/2021,30179076,5200-101-009,BDI,NORM,A,2174297,21,1,600,15,15,97.2,5/5/2021,5/5/2021,ID3,null,null,null,null,null,G,null,null
+,4/15/2021,30179090,5200-452-023,BDI,NORM,A,2174297,23,1,682,5,4,1942.4,5/5/2021,5/5/2021,ID3,null,null,null,null,null,R,Need 5200-451-027-/-5200-800-001 wo# 11305426 28 PCS @ 633/687/35,null
+,4/15/2021,30179180,5300-111-002,BDI,NORM,A,2174297,22,1,634,5,5,316.4,5/5/2021,5/5/2021,ID3,null,null,null,null,null,G,null,null
+,3/17/2021,30188811,5250-65,KONE SPARES DIV,NORM,A,2158749,10,2,684,30,null,18383.4,3/4/2025,5/5/2021,ID3,null,null,null,null,null,"P
R",See Kone Chart,null
+,4/9/2021,30188824,5252-28,KONE INC,NORM,A,2171449,10,2,684,5,null,8544.7,3/26/2025,5/5/2021,ID3,null,null,null,null,null,"P
R",See Kone Chart,null
+,4/13/2021,30189419,5370-273-236,KAMAN INDUSTRIAL TECH,NORM,A,2172706,10,1,681,1,null,862.38,5/5/2021,5/5/2021,ID4,110-0331,"800-0371
5370-451-204","800-0375
5370-631-214",258-1223,258-1224,Y,WO# 11314281 1 PC,null
+,4/12/2021,30189768,5380-170-002,SIGNODE PARTS & SERVICE,NORM,A,2172254,10,1,682,2,1,618.14,5/5/2021,5/5/2021,IDF,null,null,null,null,null,K,Kanban @ 682,null
+,4/13/2021,30066802,5311-631-004,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,25,1,null,2,2,906.82,5/6/2021,5/6/2021,ID9,null,null,null,null,null,G,null,null
+,4/13/2021,30178755,180-0016,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,21,1,null,2,2,70.12,5/6/2021,5/6/2021,ID9,null,null,null,null,null,G,null,null
+,4/13/2021,30178967,180-0332,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,11,2,null,2,null,64.58,5/13/2021,5/6/2021,ID9,null,null,null,null,null,P,Need PO,null
+,4/13/2021,30179075,5181-101-010,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,14,2,600,8,null,87.04,5/13/2021,5/6/2021,ID3,null,null,null,null,null,Y,WO# 11313586 60 PCS @ 600,null
+,4/13/2021,30179077,5200-101-010,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,17,2,600,2,2,82.08,5/13/2021,5/6/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179078,5200-101-011,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,27,1,600,2,2,78.6,5/6/2021,5/6/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179148,5207-541-002,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,15,2,202,2,null,325.64,5/13/2021,5/6/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,4/13/2021,30179176,5281-111-002,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,13,2,634,2,null,209.98,5/13/2021,5/6/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,4/13/2021,30179229,5321-101-001,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,26,1,600,2,2,28.92,5/6/2021,5/6/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179230,5321-101-002,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,16,2,600,2,2,20.78,5/13/2021,5/6/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179231,5321-111-001,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,22,1,634,2,2,873.92,5/6/2021,5/6/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179258,5369-631-011,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,12,2,633,2,null,832.54,5/13/2021,5/6/2021,ID3,null,null,null,null,null,Y,WO# 11288154 10 PCS @ 635/633/687/braze/634/606/633,null
+,4/13/2021,30179272,540-0057,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,23,1,null,2,2,329.46,5/6/2021,5/6/2021,ID9,null,null,null,null,null,G,null,null
+,4/13/2021,30179329,748-0006,VARICRAFT DE MEXICO SA DE CV,NORM,D,2172572,24,1,null,2,2,7.98,5/6/2021,5/6/2021,ID9,null,null,null,null,null,G,null,null
+,3/23/2021,30190313,5633-170-008,BELL AND HOWELL,NORM,A,2161863,10,1,682,2,2,395.28,5/6/2021,5/6/2021,ID3,null,null,null,null,null,G,null,null
+,3/12/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2156506,10,1,684,4,null,4466.48,5/6/2021,5/6/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,3/26/2021,30179054,5104-541-006,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2163880,10,2,685,2,null,90.14,5/14/2021,5/7/2021,ID3,null,null,null,null,null,Y,WO# 11314282 10 PCS @ 685,null
+,3/26/2021,30179114,5202-111-001,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2163880,40,2,634,2,2,692.1,5/14/2021,5/7/2021,ID3,null,null,null,null,null,G,null,null
+,3/26/2021,30179280,540-0315,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2163880,30,2,683,2,2,379.64,5/14/2021,5/7/2021,ID3,null,null,null,null,null,G,null,null
+,1/29/2021,30188049,5104-271-016,CUES,NORM,A,2134517,10,1,682,10,null,5570,5/7/2021,5/7/2021,ID3,null,null,null,null,null,R,"Need 5104-111-028
         -/- 110-2037 wo# 11314285 60 PCS @ 683
         -/- 540-2057 wo# 11247088 30 PCS @ 683",null
+,6/15/2020,30188212,5153-170-006,MOTOR PRODUCTIONS INTL INC,NORM,A,2035610,40,1,170,25,25,4196.5,5/7/2021,5/7/2021,ID4,null,null,null,null,null,G,null,null
+,9/3/2020,30188256,5155-170-002,TWENTY FIRST CENTURY SCIENTIFI,NORM,A,2068823,70,1,170,24,4,3632.16,5/7/2021,5/7/2021,ID4,null,null,null,null,null,R,Need 807-1073 wo# 11279804 100 PCS @ 855,null
+,3/25/2021,30188276,5158-170-016,BDI,NORM,A,2163233,30,1,170,30,null,4298.7,5/7/2021,5/7/2021,ID4,null,null,null,null,null,"P
R","Need 5158-445-004 @ GL Due 4/23
Need 110-0226 PO 100 PCS Due 5/16",null
+,4/1/2021,30189139,5324-111-041,BESSER CO,NORM,A,2167091,10,1,634,8,null,1081.12,5/7/2021,5/7/2021,ID3,null,null,null,null,null,P,Need 5324-110-005 PO 50 PCS Due 5/28,null
+,4/9/2021,30189270,5370-111-017,PNEUMATIC SCALE,NORM,A,2171141,10,1,681,30,null,2167.8,5/7/2021,5/7/2021,IDG,110-0332,None,None,None,None,K,Kanban @ 681,null
+,4/8/2021,30189312,5370-169-268,BESSER CO,NORM,A,2170468,10,2,681,2,null,1132.04,3/25/2025,5/7/2021,ID4,110-0331,None,None,258-1226,None,Y,WO# 11314291 2 PC,null
+,3/8/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2153564,10,1,684,4,null,4466.48,5/7/2021,5/7/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,4/8/2021,30189614,5371-169-029,IBT,NORM,A,2170687,10,1,681,1,1,1381.45,5/8/2021,5/8/2021,IDG,110-0333,None,None,None,None,G,null,null
+,9/25/2020,30188049,5104-271-016,CUES,NORM,A,2078694,50,1,682,10,null,5468.3,5/10/2021,5/10/2021,ID3,null,null,null,null,null,R,"Need 5104-111-028
         -/- 110-2037 wo# 11314285 60 PCS @ 683
         -/- 540-2057 wo# 11247088 30 PCS @ 683
Need 5104-751-073 wo# 11314288 25 PCS @ 202/686/300",null
+,4/2/2021,30188209,5153-170-002,BDI,NORM,A,2167901,10,2,170,1,null,489.3,5/17/2021,5/10/2021,ID4,null,null,null,null,null,R,Need 5153-631-001 wo# 11313791 10 PCS ,null
+,4/1/2021,30188229,5154-170-002,FIVES GIDDINGS & LEWIS MACHINE,NORM,B,2167433,10,1,170,1,null,856.76,5/10/2021,5/10/2021,ID4,null,null,null,null,null,P,"Need 5154-445-003 Need date   250 due 4/19    sent to greate lakes 3/31
Need 110-0210 wo# 11242019 100 PCS @ Nitrotech (Due 4/28)",null
+,4/1/2021,30188245,5154-541-009,FIVES GIDDINGS & LEWIS MACHINE,NORM,B,2167433,20,1,170,1,1,87.73,5/10/2021,5/10/2021,ID4,null,null,null,null,null,G,null,null
+,3/29/2021,30188511,5200-06,SIGNODE PARTS & SERVICE,NORM,A,2164782,10,1,682,50,null,12075,5/10/2021,5/10/2021,ID3,null,null,null,null,null,"P
R","Need 5200-111-010 wo# 11314294 45 PCS @ 634
Need 5200-452-114
          -/-5200-451-030-/-800-2013 Need date
          -/-5200-751-047 wo# 11314297 60 PCS @ 202/plate/202/300",null
+,3/30/2021,30189117,5319-8,HAYSSEN PACKAGING TECHNOLOGIES,NORM,A,2165332,10,2,684,10,null,3222,5/12/2021,5/10/2021,ID3,null,null,null,null,null,R,"Need 5319-541-001 wo# 11314299 10 PCS @ 685
Need 5319-631-029 wo# 11314300 20 PCS @ 633/634/633",null
+,1/26/2021,30189318,5370-169-278,P3 INDUSTRIAL,NORM,A,2132114,40,1,681,6,null,2998.98,5/10/2021,5/10/2021,IDG,110-0331,None,None,258-1226,None,K,Kanban @ 681,null
+,3/17/2021,30189749,5375-11,KAMAN INDUSTRIAL TECH,NORM,A,2159042,10,1,684,300,null,21639,5/10/2021,5/10/2021,ID3,null,null,null,null,null,R,Need 110-0111 wo# 11284857 300 PCS @ 606/634,null
+,4/14/2021,30179183,5300-541-004,WARNER ELECTRIC EUROPE,NORM,A,2173203,50,1,202,50,null,1135,5/12/2021,5/12/2021,ID3,null,null,null,null,null,Y,WO# 11314303 60 PCS @ 202/634,null
+,4/13/2021,30188164,5130-273-060,W M STEELE CO,NORM,A,2173040,10,2,684,2,null,1683.14,5/25/2021,5/12/2021,IDF,null,null,null,null,null,K,Kanban @ 684,null
+,2/25/2021,30189085,5310-9,LEBLOND LTD,NORM,A,2148333,30,1,682,25,null,7342.75,5/12/2021,5/12/2021,ID3,null,null,null,null,null,R,"Need 5310-101-001 wo# 11283117 100 PCS @ 600
Need 5310-631-029 wo# 11283119 30 PCS @ 633/635",null
+,4/14/2021,30191770,748-2038,WARNER ELECTRIC EUROPE,NORM,A,2173203,80,1,null,100,100,347,5/12/2021,5/12/2021,ID9,null,null,null,null,null,G,null,null
+,3/18/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2159696,10,1,684,4,null,4466.48,5/12/2021,5/12/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,4/13/2021,30179019,5103-451-004,DIE QUIP,NORM,A,2172678,20,1,633,1,1,158.3,5/13/2021,5/13/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179032,5103-751-010,DIE QUIP,NORM,A,2172678,30,1,855,1,null,206.82,5/13/2021,5/13/2021,ID3,null,null,null,null,null,Y,WO# 11300264 20 PCS @ 855/plate/300,null
+,4/13/2021,30179245,5365-111-009,DIE QUIP,NORM,A,2172678,10,1,634,1,null,260.46,5/13/2021,5/13/2021,ID3,null,null,null,null,null,R,Need 540-0636 wo# 11273819 10 PCS @ 683/475,null
+,4/15/2021,30189094,5312-169-001,PNEUMATIC SCALE,NORM,A,2174025,10,2,682,1,null,665.28,4/1/2025,5/13/2021,ID3,null,null,null,null,null,R,Need 5302-111-013 wo# 11314307 30 PCS @ 634,null
+,4/7/2021,30189404,5370-273-213,BDI,NORM,A,2169433,10,1,681,1,null,1037.62,5/13/2021,5/13/2021,ID4,110-0332,"800-0372
5370-451-208","800-0376
5370-631-218",258-1223,258-1225,Y,WO# 11305686 1 PC,null
+,4/5/2021,30189642,5371-170-048,OBC CORPORATION,NORM,A,2168009,10,2,681,1,null,1129.76,3/20/2025,5/13/2021,ID4,None,None,None,None,None,R,"WO# 11313939 1 PC
Need 5154-170-004-/-5154-445-003 50pc in QC",null
+,3/26/2021,30179071,5125-111-001,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2163880,20,1,634,1,1,60.84,5/14/2021,5/14/2021,ID3,null,null,null,null,null,G,null,null
+,4/9/2021,30188255,5155-170-001,ACCU - ROUTER INC,NORM,A,2171202,10,1,170,1,1,257.63,5/14/2021,5/14/2021,ID4,null,null,null,null,null,G,null,null
+,4/9/2021,30188264,5155-541-004,ACCU - ROUTER INC,NORM,A,2171202,20,1,170,1,1,36.81,5/14/2021,5/14/2021,ID4,null,null,null,null,null,G,null,null
+,12/14/2020,30188276,5158-170-016,BSC INDUSTRIES INC,NORM,A,2114093,50,1,170,100,null,10619,5/15/2021,5/15/2021,ID4,null,null,null,null,null,"P
R","Need 5158-445-004 @ GL Due 4/23
Need 110-0226 Need date
Need 5158-631-002 wo# 11276938 100 PCS 
Need 807-1069 wo# 11289918 200 PCS @ 683",null
+,3/2/2021,30339298,5370-170-220,OBC CORPORATION,NORM,A,2150654,20,2,681,4,null,2061.2,6/15/2021,5/15/2021,ID4,None,None,None,None,None,Y,WO# 11291759; 11291757 2 PCS EA,null
+,4/16/2021,30179071,5125-111-001,MICHELIN ACS,NORM,D,2174894,10,1,634,2,2,171.38,5/17/2021,5/17/2021,ID3,null,null,null,null,null,G,null,null
+,3/17/2021,30179233,5323-111-001,BOBST GROUP USA INC,NORM,A,2158859,10,1,634,20,5,5877.4,5/17/2021,5/17/2021,ID3,null,null,null,null,null,Y,WO# 11310620 17 PCS @ 634/606/634,null
+,4/16/2021,30188314,5161-271-037,SIGNODE PARTS & SERVICE,NORM,A,2175052,10,1,682,5,null,2492.35,5/17/2021,5/17/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-005-/-5161-111-001-/-540-0907-/-258-1169 PO 120 PCS Due 4/22
Need 540-0913 wo# 11234499 50 PCS @ 683/475/683/686
Need 5161-451-004-/-5161-800-001 Need date
Need 5161-751-017 wo# 11216083 20 PCS @ plate (due 4/21)/633/684",null
+,4/12/2021,30189310,5370-169-266,BESSER CO,NORM,A,2172256,10,2,681,1,null,641.64,3/27/2025,5/17/2021,ID4,110-0331,None,None,258-1226,None,Y,WO# 11314311 1 PC ,null
+,11/11/2020,30189322,5370-169-288,P3 INDUSTRIAL,NORM,A,2099708,130,1,681,14,null,7106.26,5/17/2021,5/17/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,4/13/2021,30188912,5281-271-021,ALTRA INDUSTRIAL MOTION TAIWAN,NORM,A,2172460,30,2,682,1,null,1155.77,5/25/2021,5/18/2021,ID3,null,null,null,null,null,R,"Need 5281-111-003-/-5281-111-002 wo# 11305707 40 PCS @ 634
Need 5281-751-001 kanban @ 202/300",null
+,3/9/2021,30339298,5370-170-220,BDI,NORM,A,2154053,10,1,681,4,null,2461.12,5/18/2021,5/18/2021,ID4,None,None,None,None,None,Y,WO# 11314308; 11314309 2 PCS EA,null
+,3/22/2021,30190320,5633-271-009,BELL AND HOWELL,NORM,A,2160779,10,1,682,12,null,3347.52,5/19/2021,5/19/2021,ID3,null,null,null,null,null,R,See Bell & Howell Chart,4/13 Teams
+,4/7/2021,30212217,5200-452-116,MOTION INDUSTRIES INC,NORM,A,2169762,10,1,682,1,null,322.45,5/19/2021,5/19/2021,ID3,null,null,null,null,null,null,null,null
+,3/26/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2164159,10,1,684,4,null,4466.48,5/19/2021,5/19/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,4/13/2021,30188691,5213-741-001,BOBST GROUP USA INC,NORM,A,2172940,10,1,633,12,12,3724.68,5/20/2021,5/20/2021,ID3,null,null,null,null,null,G,null,null
+,1/29/2021,30179013,5102-101-001,W M STEELE CO,NORM,A,2134422,26,2,600,50,50,72,1/16/2025,5/21/2021,ID3,null,null,null,null,null,G,null,null
+,1/29/2021,30179017,5103-101-003,W M STEELE CO,NORM,A,2134422,24,2,600,50,50,212.5,1/16/2025,5/21/2021,ID3,null,null,null,null,null,G,null,null
+,1/29/2021,30179067,5124-111-001,W M STEELE CO,NORM,A,2134422,21,2,475,50,1,2809.5,1/16/2025,5/21/2021,ID3,null,null,null,null,null,null,null,null
+,1/29/2021,30179227,5319-631-003,W M STEELE CO,NORM,A,2134422,23,2,633,50,44,4348,1/16/2025,5/21/2021,ID3,null,null,null,null,null,null,null,null
+,1/29/2021,30187967,5103-101-002,W M STEELE CO,NORM,A,2134422,25,2,600,50,50,152,1/16/2025,5/21/2021,IDF,null,null,null,null,null,G,null,null
+,1/29/2021,30188013,5103-541-007,W M STEELE CO,NORM,A,2134422,22,2,685,50,26,1523,1/16/2025,5/21/2021,ID3,null,null,null,null,null,null,null,null
+,3/30/2021,30189405,5370-273-214,BDI,NORM,A,2165730,10,1,681,25,null,19455.5,5/21/2021,5/21/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,3/18/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2159700,10,1,684,10,null,11166.2,5/21/2021,5/21/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,4/1/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2167245,10,1,684,4,null,4466.48,5/25/2021,5/25/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,4/14/2021,30067014,572-0051,WARNER ELECTRIC EUROPE,NORM,A,2173203,10,1,null,200,200,152,5/26/2021,5/26/2021,ID9,null,null,null,null,null,G,null,null
+,4/14/2021,30178860,180-0185,WARNER ELECTRIC EUROPE,NORM,A,2173203,60,1,null,10,5,141,5/26/2021,5/26/2021,ID9,null,null,null,null,null,null,null,null
+,2/23/2021,30179013,5102-101-001,GROSCHOPP,NORM,D,2146720,13,2,600,30,14,134.1,2/11/2025,5/26/2021,ID3,null,null,null,null,null,null,null,null
+,3/18/2021,30179247,5365-631-016,WARNER ELECTRIC EUROPE,NORM,A,2159296,20,1,633,60,3,3469.8,5/26/2021,5/26/2021,ID3,null,null,null,null,null,null,null,null
+,2/23/2021,30179265,5375-631-007,GROSCHOPP,NORM,D,2146720,11,2,633,30,30,2493.3,2/11/2025,5/26/2021,ID3,null,null,null,null,null,G,null,null
+,4/14/2021,30188584,5201-451-003,GORDON INDUSTRIAL SUPPLY CO,NORM,A,2173723,10,2,633,9,5,2519.28,3/31/2025,5/26/2021,ID3,null,null,null,null,null,null,null,null
-,4/14/2021,30188602,5201-751-009,GORDON INDUSTRIAL SUPPLY CO,NORM,A,2173723,20,1,633,2,2,830.58,5/26/2021,5/26/2021,ID3,null,null,null,null,null,G,null,null
+,4/14/2021,30188602,5201-751-009,GORDON INDUSTRIAL SUPPLY CO,NORM,A,2173723,20,2,633,7,null,2907.03,3/31/2025,5/26/2021,ID3,null,null,null,null,null,null,null,null
+,4/14/2021,30189016,5301-111-013,GORDON INDUSTRIAL SUPPLY CO,NORM,A,2173723,30,1,634,9,2,1215.09,5/26/2021,5/26/2021,ID3,null,null,null,null,null,null,null,null
+,2/23/2021,30190306,5623-111-018,GROSCHOPP,NORM,D,2146720,12,2,634,30,4,1668,2/11/2025,5/26/2021,ID3,null,null,null,null,null,null,null,null
+,4/14/2021,30191369,686-0204,WARNER ELECTRIC EUROPE,NORM,A,2173203,70,1,null,50,50,118.5,5/26/2021,5/26/2021,ID9,null,null,null,null,null,G,null,null
+,4/14/2021,30191934,796-0008,WARNER ELECTRIC EUROPE,NORM,A,2173203,90,2,null,500,50,115,6/14/2021,5/26/2021,ID9,null,null,null,null,null,null,null,null
+,4/13/2021,30179307,5603-111-035,APEX INDUSTRIAL GROUP,NORM,A,2172803,30,1,634,22,15,938.52,5/27/2021,5/27/2021,ID3,null,null,null,null,null,null,null,null
+,4/13/2021,30179309,5603-451-041,APEX INDUSTRIAL GROUP,NORM,A,2172803,10,1,633,18,13,1037.34,5/27/2021,5/27/2021,ID3,null,null,null,null,null,null,null,null
+,4/13/2021,30179315,5603-751-020,APEX INDUSTRIAL GROUP,NORM,A,2172803,20,1,633,16,8,951.2,5/27/2021,5/27/2021,ID3,null,null,null,null,null,null,null,null
+,12/14/2020,30188276,5158-170-016,BSC INDUSTRIES INC,NORM,A,2114093,60,1,170,100,null,10619,5/27/2021,5/27/2021,ID4,null,null,null,null,null,"P
R","Need 5158-445-004  (make in house? Send more to GL?)
Need 110-0226 Need date
Need 5158-631-002 wo# 11313823 83 PCS 
Need 807-1069 wo# 11289918 200 PCS @ 683",null
+,1/29/2021,30188049,5104-271-016,CUES,NORM,A,2134517,20,1,682,10,null,5570,5/28/2021,5/28/2021,ID3,null,null,null,null,null,R,"Need 5104-111-028
         -/- 110-2037 wo# 11314285 60 PCS @ 683
         -/- 540-2057 wo# 11247088 30 PCS @ 683
Need 5104-751-073 wo# 11314288 25 PCS @ 202/686/300
Need 5104-451-070 wo# 11314289 30 PCS @ 633",null
+,4/1/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2167246,10,1,684,10,null,11166.2,5/28/2021,5/28/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
null,null,null,null,null,null,null,null,null,null,null,null,null,1236569.76,null,null,null,null,null,null,null,null,null,null,null
