Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2058-04-16T00:00:00.000-07:00,616149,Hub-Shaft-Armature Assembly,5371-169-029,null,Model Value Stream,720,4,null,null,null,null,5371-169-029_BK EM-210-20FBB 90V,
2058-04-20T00:00:00.000-07:00,616008,Housing Assembly,5370-169-204,null,Model Value Stream,360,314,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-04-23T00:00:00.000-07:00,616011,Housing Assembly,5370-169-204,null,Model Value Stream,360,341,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-05-02T00:00:00.000-07:00,616041,Housing Assembly,5370-273-214,null,Model Value Stream,600,116,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-05-23T00:00:00.000-07:00,616212,Housing Assembly,5371-169-034,null,Model Value Stream,480,9,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-06-08T00:00:00.000-07:00,616041,Final Assembly,5370-273-214,null,Model Value Stream,600,97,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-06-10T00:00:00.000-07:00,616043,Final Assembly,5370-273-214,null,Model Value Stream,600,245,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-06-23T00:00:00.000-07:00,616136,Final Assembly,5370-273-323,null,Model Value Stream,600,205,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-06-27T00:00:00.000-07:00,616211,Final Assembly,5371-169-034,null,Model Value Stream,480,223,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-07-15T00:00:00.000-07:00,616041,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,59,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-07-18T00:00:00.000-07:00,615292,Burnish and Inspection,5370-273-238,null,Model Value Stream,600,499,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-09-25T00:00:00.000-07:00,616001,Kitting,5370-270-214,null,Model Value Stream,360,65,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-09-30T00:00:00.000-07:00,616006,Kitting,5370-270-214,null,Model Value Stream,360,31,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-10-22T00:00:00.000-07:00,615475,Hub-Shaft-Armature Assembly,5370-169-288,null,Model Value Stream,720,275,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2058-10-24T00:00:00.000-07:00,616013,Hub-Shaft-Armature Assembly,5370-169-288,null,Model Value Stream,720,345,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2058-11-09T00:00:00.000-08:00,615366,Hub-Shaft-Armature Assembly,5370-273-204,3.433196,Model Value Stream,600,806,206,Set up for 0305 shaft ,Shaft-Armature Machine,,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-11-11T00:00:00.000-08:00,615466,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,446,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-01-06T00:00:00.000-08:00,615475,Final Assembly,5370-169-288,null,Model Value Stream,720,3,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-01-16T00:00:00.000-08:00,573795,Final Assembly,5370-170-207,null,Model Value Stream,480,4,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-01-30T00:00:00.000-08:00,615526,Final Assembly,5370-273-214,null,Model Value Stream,600,236,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-02-01T00:00:00.000-08:00,615536,Final Assembly,5370-273-214,null,Model Value Stream,600,203,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-02-04T00:00:00.000-08:00,615243,Final Assembly,5371-273-093,3.66652,Model Value Stream,720,940,220,"Could not find correct drill bit to screw in screws, long build time ",Assembly Material,,5371-273-093_UM210-2030 90VDC W/O AG SPR,
2059-02-08T00:00:00.000-08:00,615357,Burnish and Inspection,5370-169-244,0.58331,Model Value Stream,720,395,35,Went over cycle time- no issues ,Operator Error/Mistake,,5370-169-244_BK EM-180-20 FBC 90V GEN2,
2059-02-25T00:00:00.000-08:00,615364,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,105,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-02-27T00:00:00.000-08:00,615366,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,2,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-03-14T00:00:00.000-07:00,615356,Pack Station,5370-169-244,null,Model Value Stream,720,44,null,null,null,null,5370-169-244_BK EM-180-20 FBC 90V GEN2,
2059-03-18T00:00:00.000-07:00,615474,Pack Station,5370-169-288,null,Model Value Stream,720,91,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-03-19T00:00:00.000-07:00,615475,Pack Station,5370-169-288,null,Model Value Stream,720,94,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-03-23T00:00:00.000-07:00,615368,Pack Station,5370-169-289,null,Model Value Stream,720,102,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-04-11T00:00:00.000-07:00,615521,Pack Station,5370-273-214,null,Model Value Stream,600,84,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-04-27T00:00:00.000-07:00,573795,Kitting,5370-170-207,null,Model Value Stream,480,2,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-05-03T00:00:00.000-07:00,498316,Kitting,5370-170-211,null,Model Value Stream,360,12,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2059-05-06T00:00:00.000-07:00,615354,Kitting,5370-170-211,null,Model Value Stream,360,41,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2059-05-07T00:00:00.000-07:00,615187,Kitting,5370-273-204,null,Model Value Stream,600,168,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-05-20T00:00:00.000-07:00,573795,Hub-Shaft-Armature Assembly,5370-170-207,null,Model Value Stream,480,14,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-05-30T00:00:00.000-07:00,615033,Hub-Shaft-Armature Assembly,5371-273-084,null,Model Value Stream,720,25,null,null,null,null,5371-273-084_CL BK EUM-215-1020 90V,
2058-01-30T00:00:00.000-08:00,616011,Kitting,5370-169-204,null,Model Value Stream,360,112,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-02-05T00:00:00.000-08:00,615493,Kitting,5370-169-278,null,Model Value Stream,720,null,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2058-02-17T00:00:00.000-08:00,616043,Kitting,5370-273-214,null,Model Value Stream,600,104,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-03-11T00:00:00.000-07:00,616145,Kitting,5370-273-323,3.899844,Model Value Stream,600,518,234,Waiting for a bin to put the kit in.,Incorrect Kitting Standard Time,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-03-29T00:00:00.000-07:00,616042,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,324,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-04-14T00:00:00.000-07:00,616147,Hub-Shaft-Armature Assembly,5371-169-029,null,Model Value Stream,720,381,null,null,null,null,5371-169-029_BK EM-210-20FBB 90V,
2058-04-17T00:00:00.000-07:00,616211,Hub-Shaft-Armature Assembly,5371-169-034,null,Model Value Stream,480,5,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-04-26T00:00:00.000-07:00,616002,Housing Assembly,5370-270-214,null,Model Value Stream,360,131,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-05-13T00:00:00.000-07:00,616132,Housing Assembly,5370-273-323,null,Model Value Stream,600,86,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-06-13T00:00:00.000-07:00,615294,Final Assembly,5370-273-238,null,Model Value Stream,600,268,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-06-16T00:00:00.000-07:00,615499,Final Assembly,5370-273-323,null,Model Value Stream,600,258,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-06-18T00:00:00.000-07:00,616131,Final Assembly,5370-273-323,null,Model Value Stream,600,67,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-01T00:00:00.000-07:00,616009,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,10,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-07-14T00:00:00.000-07:00,616084,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,216,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-08-28T00:00:00.000-07:00,615498,Pack Station,5370-273-323,null,Model Value Stream,600,61,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-09-03T00:00:00.000-07:00,616134,Pack Station,5370-273-323,null,Model Value Stream,600,119,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-09-05T00:00:00.000-07:00,616148,Pack Station,5371-169-029,null,Model Value Stream,720,165,null,null,null,null,5371-169-029_BK EM-210-20FBB 90V,
2058-09-07T00:00:00.000-07:00,616211,Pack Station,5371-169-034,null,Model Value Stream,480,66,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-09-27T00:00:00.000-07:00,616003,Kitting,5370-270-214,null,Model Value Stream,360,78,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-10-28T00:00:00.000-07:00,615370,Hub-Shaft-Armature Assembly,5370-169-289,null,Model Value Stream,720,410,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-11-14T00:00:00.000-08:00,615511,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,207,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-01-31T00:00:00.000-08:00,615531,Final Assembly,5370-273-214,null,Model Value Stream,600,171,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-02-20T00:00:00.000-08:00,550566,Burnish and Inspection,5370-170-207,null,Model Value Stream,480,1,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-03-04T00:00:00.000-08:00,615511,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,402,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-03-07T00:00:00.000-08:00,615526,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,70,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-04-12T00:00:00.000-07:00,615526,Pack Station,5370-273-214,null,Model Value Stream,600,87,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-04-14T00:00:00.000-07:00,615536,Pack Station,5370-273-214,null,Model Value Stream,600,92,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-04-23T00:00:00.000-07:00,615369,Kitting,5370-169-289,null,Model Value Stream,720,null,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-04-28T00:00:00.000-07:00,573796,Kitting,5370-170-207,null,Model Value Stream,480,2,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2058-02-06T00:00:00.000-08:00,615494,Kitting,5370-169-278,null,Model Value Stream,720,87,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2058-03-02T00:00:00.000-08:00,616136,Kitting,5370-273-323,null,Model Value Stream,600,152,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-02-09T00:00:00.000-08:00,615495,Kitting,5370-169-278,null,Model Value Stream,720,6,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2058-03-04T00:00:00.000-08:00,616138,Kitting,5370-273-323,2.349906,Model Value Stream,600,425,141,Waiting for bin to put kit in.,Incorrect Kitting Standard Time,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-03-06T00:00:00.000-08:00,616140,Kitting,5370-273-323,null,Model Value Stream,600,167,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-03-23T00:00:00.000-07:00,616091,Hub-Shaft-Armature Assembly,5370-169-289,null,Model Value Stream,720,524,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-04-18T00:00:00.000-07:00,616212,Hub-Shaft-Armature Assembly,5371-169-034,null,Model Value Stream,480,3,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-04-25T00:00:00.000-07:00,615470,Housing Assembly,5370-170-212,null,Model Value Stream,360,3,null,null,null,null,5370-170-212_BK ASM EM-180/ERS-57 90V,
2058-04-28T00:00:00.000-07:00,616004,Housing Assembly,5370-270-214,null,Model Value Stream,360,10,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-05-03T00:00:00.000-07:00,616042,Housing Assembly,5370-273-214,null,Model Value Stream,600,290,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-05-06T00:00:00.000-07:00,615293,Housing Assembly,5370-273-238,null,Model Value Stream,600,233,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-05-30T00:00:00.000-07:00,616091,Final Assembly,5370-169-289,null,Model Value Stream,720,81,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-06-12T00:00:00.000-07:00,615293,Final Assembly,5370-273-238,null,Model Value Stream,600,248,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-07-03T00:00:00.000-07:00,616011,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,24,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-07-11T00:00:00.000-07:00,616004,Burnish and Inspection,5370-270-214,null,Model Value Stream,360,3,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-08-05T00:00:00.000-07:00,616008,Pack Station,5370-169-204,null,Model Value Stream,360,68,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-08-07T00:00:00.000-07:00,616010,Pack Station,5370-169-204,null,Model Value Stream,360,102,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-08-08T00:00:00.000-07:00,616011,Pack Station,5370-169-204,null,Model Value Stream,360,80,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-08-16T00:00:00.000-07:00,616003,Pack Station,5370-270-214,null,Model Value Stream,360,79,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-09-22T00:00:00.000-07:00,615467,Kitting,5370-169-289,null,Model Value Stream,720,100,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-10-26T00:00:00.000-07:00,615368,Hub-Shaft-Armature Assembly,5370-169-289,null,Model Value Stream,720,583,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-11-28T00:00:00.000-08:00,615473,Housing Assembly,5370-169-288,null,Model Value Stream,720,636,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2058-12-03T00:00:00.000-08:00,615367,Housing Assembly,5370-169-289,null,Model Value Stream,720,7,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-01-12T00:00:00.000-08:00,615370,Final Assembly,5370-169-289,null,Model Value Stream,720,78,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-02-16T00:00:00.000-08:00,615368,Burnish and Inspection,5370-169-289,null,Model Value Stream,720,441,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-02-18T00:00:00.000-08:00,615370,Burnish and Inspection,5370-169-289,null,Model Value Stream,720,604,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-03-25T00:00:00.000-07:00,615370,Pack Station,5370-169-289,null,Model Value Stream,720,72,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-04-03T00:00:00.000-07:00,615365,Pack Station,5370-273-204,null,Model Value Stream,600,14,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-04-19T00:00:00.000-07:00,615285,Kitting,5370-169-289,null,Model Value Stream,720,107,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-05-11T00:00:00.000-07:00,615365,Kitting,5370-273-204,null,Model Value Stream,600,2,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-06-01T00:00:00.000-07:00,586267,Hub-Shaft-Armature Assembly,5371-273-093,null,Model Value Stream,720,372,null,null,null,null,5371-273-093_UM210-2030 90VDC W/O AG SPR,
2059-06-08T00:00:00.000-07:00,586258,Housing Assembly,5371-169-098,19.732544,Model Value Stream,480,1664,1184,"Resistance issue, not letting op validate with correct resistance ",MBrain Error,,5371-169-098_EM-210-20 W/CONDUIT BOX 90V,
2058-02-04T00:00:00.000-08:00,615493,Kitting,5370-169-278,null,Model Value Stream,720,93,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2058-03-16T00:00:00.000-07:00,616211,Kitting,5371-169-034,6.33308,Model Value Stream,480,664,380,Work order is for 2 modules.,Incorrect Kitting Standard Time,,5371-169-034_BK EM-210-20 24V,
2058-04-03T00:00:00.000-07:00,615497,Hub-Shaft-Armature Assembly,5370-273-323,null,Model Value Stream,600,302,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-04-21T00:00:00.000-07:00,616009,Housing Assembly,5370-169-204,null,Model Value Stream,360,356,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-04-30T00:00:00.000-07:00,616006,Housing Assembly,5370-270-214,null,Model Value Stream,360,258,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-06-21T00:00:00.000-07:00,616134,Final Assembly,5370-273-323,null,Model Value Stream,600,1,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-05T00:00:00.000-07:00,616015,Burnish and Inspection,5370-169-289,null,Model Value Stream,720,17,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-07-12T00:00:00.000-07:00,616005,Burnish and Inspection,5370-270-214,null,Model Value Stream,360,1,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-07-17T00:00:00.000-07:00,616043,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,566,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-08-03T00:00:00.000-07:00,616212,Burnish and Inspection,5371-169-034,null,Model Value Stream,480,null,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-08-14T00:00:00.000-07:00,616001,Pack Station,5370-270-214,null,Model Value Stream,360,40,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-08-27T00:00:00.000-07:00,615497,Pack Station,5370-273-323,null,Model Value Stream,600,58,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-10-14T00:00:00.000-07:00,615243,Kitting,5371-273-093,null,Model Value Stream,720,4,null,null,null,null,5371-273-093_UM210-2030 90VDC W/O AG SPR,
2058-10-15T00:00:00.000-07:00,615405,Hub-Shaft-Armature Assembly,5370-169-214,null,Model Value Stream,360,236,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2058-11-08T00:00:00.000-08:00,615365,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,521,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-11-13T00:00:00.000-08:00,615506,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,260,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-11-26T00:00:00.000-08:00,615357,Housing Assembly,5370-169-244,null,Model Value Stream,720,180,null,null,null,null,5370-169-244_BK EM-180-20 FBC 90V GEN2,
2059-01-02T00:00:00.000-08:00,615357,Final Assembly,5370-169-244,null,Model Value Stream,720,63,null,null,null,null,5370-169-244_BK EM-180-20 FBC 90V GEN2,
2059-01-08T00:00:00.000-08:00,616013,Final Assembly,5370-169-288,null,Model Value Stream,720,87,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-01-14T00:00:00.000-08:00,616014,Final Assembly,5370-169-289,null,Model Value Stream,720,108,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-02-23T00:00:00.000-08:00,498317,Burnish and Inspection,5370-170-211,null,Model Value Stream,360,9,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2059-03-16T00:00:00.000-07:00,615472,Pack Station,5370-169-288,null,Model Value Stream,720,68,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-03-21T00:00:00.000-07:00,616013,Pack Station,5370-169-288,null,Model Value Stream,720,115,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-04-05T00:00:00.000-07:00,615406,Pack Station,5370-273-204,null,Model Value Stream,600,110,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
